,text
4187,"ガククンは身長183㎝でおっぱいムチムチの大男なのにトップアイドル故に体が柔らかいので雑技団顔負けのM字女の子堕ち開脚を披露してくれるからドドシコシコエッチ
"
4188,"リアルマネージャーに試練与えすぎやろ…
"
4189,"リアルマネージャー「アイドリッシュセブンは現実」台風「まかせとけ！」
"
4190,"ディレビュの人台風大丈夫…？😢
"
4191,"一昨日から6人くらいしらいむっぽい人を見かけるんだけどもしかして今しらいむ大量発生チュウやってる？
"
4192,"ぷん太探しに行く夢見た
"
4193,"映画みよ！部屋着でごろごろしながら映画みるのだいすき！その瞬間だけ人間辞められるから………(社会の闇はここです)
"
4194,"泣いちゃうね…
"
4195,"ぬいぐるみがこんなに愛されて大切にされてるのってめちゃくちゃ凄い事だと思わない？どの写真の子もみんな幸せそうな顔してる…耳を澄ませばいつもありがとうって声が多分きっと絶対に聞こえてくるよ…
"
4196,"#モンぬい1周年 タグのぬくもりに感謝と嬉しさで震えるモンがく 
"
4197,"自分から撫でられに来る 
"
4198,"もう離さない…
"
4199,"念のためスクショしといてよかった…投稿内容から検索して入れてやったぜ…
"
4200,"全部いいねしてきたのにいいね欄に表示されねえ ツイッターーーーーーー！！！！！
"
4201,"モーメントって画像欄から追加出来ないの！？ただでさえ遡るので大変なのに…いいね外してもっかいつけて自分のいいね欄から追加するしかないのか？
"
4202,"涙のモンぬい1周年
"
4203,"寂しすぎる…泣いた…
"
4204,"8月24日は #モンぬい1周年 
"
4205,"モンぬい1周年タグ何も考えず説明も無しに作っちゃったから勘違いされた方もいらっしゃるみたいで…すいません…1周年は8月24日です…
"
4206,"自分用に公式のモンぬい写真モーメントにまとめたいんだけど大丈夫かな
"
4207,"心の乳首に従うのだ
"
4208,"ていうか女のキャラクターは公式乳首を見れないのに男だけ上半身脱いでも大丈夫だからって乳首付いてたらズルすぎるよなぁ！？このままでいいんだ…世界よ…これでいい…
"
4209,"この楽くんサングラスちょっと曲がってない？つむじが盛り上がってるからなの？強く抱きしめた… 
"
4210,"GP(ガクパイ)
"
4211,"最強になってしまった 
"
4212,"プレゼント欲しいからください(素直マン)
"
4213,"ファンタジー乳首
"
4214,"乳首はファンタジー
"
4215,"でも私は乳首に並々ならぬこだわりがあるので公式と解釈違い起こしたら乳首で1ヶ月寝込むのでいいです
"
4216,"本能垂れ流しじゃねえか
"
4217,"5%は理性
"
4218,"私の目に映る八乙女くんは95%の確率で乳首があるんだけど私は何を見ているのか(幻覚です)
"
4219,"なんで画面越しのイケメンアイドルは髪も眉毛も生えてるのに乳首は無いの？手が滑って脇の毛と一緒に剃り落としたの？
"
4220,"自分を見失うな
"
4221,"もう誰か偽の当選DM送ってくれ(お前にプライドは無いのか)
"
4222,"フォロワー！プレゼントキャンペーン当たった？フォロワー！！？！おい！！返事をしろ！フォロワー！！！
"
4223,"おっぱい…おっぱい…ガクくんのもちもちおっぱい…
"
4224,"9と10に揉まれてデカくならない乳は無え
"
4225,"トリガが同棲を始めた時点でガクヤオのパイが成長するのは""""必然""""なんだよな
"
4226,"信頼できるフォロワーを集めたのでいまTLがおっぱいで埋め尽くされている
"
4227,"こういうの弱いねん…🤦‍♂️
"
4228,"1年分の思い出が詰まってて泣ける…たくさんお出かけしたんだね…今の飼い主さんに引き取られてよかったね幸せだね…ぼふぼふになった毛も大切にされてるんだなあって伝わってきてまた泣ける…
"
4229,"こんなに大きくなっちゃって…😢(一点を凝視しながら)
"
4230,"……………………………………………………………………………………………………………………………………………………………………………………………………………………………………… 
"
4231,"みんな堂々としていて最高にかっこいい…成長したね…大きくなったね…おめでとう…😭
"
4232,"再販しなさいよ！！！！！！
"
4233,"1年前のプライズぬいが公式で現役なの凄すぎん？
"
4234,"モンモモの毛並みが生々しくて最高
"
4235,"俺はアイドリッシュセブンが歩行補助の痛杖グッズを出すまで応援し続けるからな
"
4236,"TLが祈り(呪い)のパワーで満ち溢れている
"
4237,"本日も 命を削って ぬいを描く(俳句)
"
4238,"ドンとめ親子 
"
4239,"おおおおおおおッッッ！！！(判定強化)(あたりまえ体操) 
"
4240,"もちふわ… 
"
4241,"5年、10年…この移り変わりの激しい戦場でその言葉を聞けることがどんなに凄いことか…ありがとうアイドリッシュセブン これからもよろしくアイドリッシュセブン
"
4242,"OK！ナイフ研いでこ！🔪👏👏
"
4243,"研ぎ澄まされた刃のように鋭さを増すな
"
4244,"公式「TRIGGERは全員ボケ」おたく「し っ て た」たまたま通りかかった宗助「楽、スイカ冷やしておけ」私「冷やすとおいしいもんね」スイカ「ｼｬｸｩ!!!!」
"
4245,"TRIGGERは無垢なワンコで幼女で麦
"
4246,"3対1の漫才合戦おもしろすぎた すくすく育ちな…
"
4247,"TRIGGERくんはゆるキャラ はっきりわかんだね(3周年スト読みました)
"
4248,"顔が良くないってことは分かるんだけどな…かけねえんだ…でも当たり前だよな！推しの顔面は世界一カッケーんだ！簡単に描かれてたまるか！俺は明日も推しをかくぜ
"
4249,"全体のバランス悪かったからカットした…顔も微妙だけど…
"
4250,"💖8💖 
"
4251,"when I push the button.(神の右指)
"
4252,"明らかに""""""成長""""""している…これが3年の重み…これが生命…(両手をユサユサしながら)
"
4253,"なんですかコレエ！！？？！！！！？？！、？？！！！？！！(バカデカボイス)
"
4254,"みんなには悪いけどアソシエイトを聴きながらRTしたので私は当選します
"
4255,"非売品グッズもらえるのもクソヤベーけど大神万理からDM届くのクソクソクソヤベーな
"
4256,"BLキモポエムアカウントなんだけどプレゼントキャンペーンRTして大丈夫かな？どうせ当たらないし気にしすぎか
"
4257,"#モンぬい1周年
"
4258,"8月24日でモンぬい1周年 
"
4259,"3周年目もキモポエムは絶好調
"
4260,"君が夜空を照らしてくれていたんだね…ぼくのお月さま…今夜も最高に輝いてるよ… 
"
4261,"なんだこの毛の塊…ワンチャン…？なんかよく分からないけどかわいい…
"
4262,"無料7連7日間やんけ！公式ツイートにもでかでかと書いてあるのにRT先でも誰も気づいてない…おたくは日本語が読めない…
"
4263,"所持枠溢れかえってるんだけど整理したら多分4時間くらいかかるからとりあえず応急処置として見なかったことにしといてる
"
4264,"3周年から2時間が経過しようとしてるの怖すぎん？記憶が無え 息吸ってた私？
"
4265,"#アイナナ3周年 ﾘｸｸﾝ!!ﾘｸｸﾝ!!!!
"
4266,"最近実装された八乙女くんのホームボイス明らかに初期ボイスより声のトーンが高くなって明るくなってるよな…自分涙いいっすか？
"
4267,"天くん…くぅ…
"
4268,"NEWがいっぱいや…シャブ！！シャブウウウウ！！！！ 
"
4269,"おめでとうお課金するか
"
4270,"OK....... 
"
4271,"初回11連！！！！ああああああああああああああやったーーーーーーー！！！！！うおおおおおおおお✊✊✊✊ 
"
4272,"八乙女くんのメールのお知らせめちゃ元気な声でめちゃお駄賃あげたい
"
4273,"アカン おじいちゃんだからまず何をすればいいのか分からん 分からんけどありがとーーーーー！！！！
"
4274,"3周年おめでとうございます！！！！！
"
4275,"めちゃくちゃに振り回された1年だったけどめちゃくちゃ楽しかった…3周年目もよろしくお願いいたします！死ぬまで見守ってるからね…(急な重ツイート)
"
4276,"3周年に備えて猫の毛撫でてきた
"
4277,"り゛く゛く゛ゆ゛！゛！゛！゛！゛😭゛😭゛😭゛😭゛
"
4278,"3周年だけど無視しておマヌケな楽くんをかく
"
4279,"レイジーなラブがいまクレイジーになるよのところめちゃかわええ
"
4280,"次は500日後にツイートします
"
4281,"まりもくん！生後1500日目おめでとう！！！💖💖💖 
"
4282,"新時代の幕開けじゃ〜〜〜〜！！！！
"
4283,"今まさに目の前で""時代""が""動こう""としているッ………！！！！！
"
4284,"繋がる悦びね…ァッ ふーーーん ほぉ〜〜〜〜〜〜〜〜〜〜〜〜〜〜 …
"
4285,"歌詞サイトは普通に喜びなんだけど配信曲はどこで正しい歌詞を見れるんじゃ
"
4286,"大事件発生
"
4287,"ケツポテト誰も触れてくれなくて泣いた 
"
4288,"モンがく大先生 
"
4289,"しかも八乙女楽が歌うことによって最高の曲が最強になるんや もうダメだ 来世に語り継ごう
"
4290,"アソシエイト""""良い""""がすぎないか？推しのソロ曲だという事を差し引いても良すぎる なんだこれ
"
4291,"他にも売り切れ満席大型アリーナとかロックスタジアムとか野外フェスとかいろいろ選べます
"
4292,"東京ドームで聴くアソシエイト最高にキマる
"
